Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
8730,18.14,33.99%,0.0022,6.165786,0.0263432708
8731,5.47,23.76%,0.0097,1.299672,0.0404521816
8732,5.35,8.14%,0.0088,0.43549,0.043247688
8733,21.15,34.41%,0.0038,7.277715,0.052714683
8734,1.99,19.32%,0,0.384468,0
8735,23.64,23.92%,0.0039,5.654688,0.0701427168
8736,23.75,38.95%,0.0082,9.250625,0.118894875
8737,0.24,3.25%,0.0024,0.0078,0.00055728
8738,12.49,24.56%,0.0057,3.067544,0.0537079992
8739,16.21,32.32%,0.0056,5.239072,0.0614371968
8740,22.64,28.01%,0.0029,6.341464,0.0472657544
8741,21.95,10.26%,0.0038,2.25207,0.074852134
8742,24.94,11.34%,0.0049,2.828196,0.1083478396
8743,4.8,30.65%,0.0029,1.4712,0.00965352
8744,15.23,14.87%,0.0058,2.264701,0.0751987342
8745,15.9,9.25%,0.0055,1.47075,0.079360875
8746,4.73,30.50%,0.0085,1.44265,0.027942475
8747,6.2,38.57%,0.0014,2.39134,0.005332124
8748,1.26,30.75%,0.0002,0.38745,0.00017451
8749,11.06,12.71%,0.0085,1.405726,0.082061329
8750,11.07,38.04%,0.0006,4.211028,0.0041153832
8751,17.26,17.60%,0.0007,3.03776,0.009955568
8752,19.07,25.87%,0.007,4.933409,0.098956137
8753,14.41,37.87%,0.0094,5.457067,0.0841575702
8754,6.41,19.76%,0.0091,1.266616,0.0468047944
8755,6.13,6.48%,0.0055,0.397224,0.031530268
8756,13.32,39.79%,0.0056,5.300028,0.0449118432
8757,15.95,7.92%,0.0067,1.26324,0.098401292
8758,24.25,30.82%,0.001,7.47385,0.01677615
8759,9.38,20.47%,0.0088,1.920086,0.0656472432
8760,18.35,10.10%,0.0021,1.85335,0.034642965
8761,18.77,33.42%,0.0019,6.272934,0.0237444254
8762,17.78,1.87%,0.0015,0.332486,0.026171271
8763,22.88,14.94%,0.0077,3.418272,0.1498553056
8764,17.48,11.06%,0.0076,1.933288,0.1181550112
8765,19.88,13.42%,0.0041,2.667896,0.0705696264
8766,7.47,22.10%,0.0081,1.65087,0.047134953
8767,20,14.26%,0.0036,2.852,0.0617328
8768,0.67,8.00%,0.0069,0.0536,0.00425316
8769,15.28,31.49%,0.0026,4.811672,0.0272176528
8770,18.14,18.31%,0.0021,3.321434,0.0311189886
8771,13.95,4.45%,0.0062,0.620775,0.082641195
8772,10.28,17.62%,0.009,1.811336,0.076217976
8773,4.8,23.90%,0.004,1.1472,0.0146112
8774,0.45,4.97%,0.0069,0.022365,0.0029506815
8775,3.04,6.87%,0.0038,0.208848,0.0107583776
8776,10.14,25.35%,0.0056,2.57049,0.042389256
8777,7.41,7.29%,0.0037,0.540189,0.0254183007
8778,14.91,22.66%,0.0045,3.378606,0.051891273
8779,7.47,13.21%,0.009,0.986787,0.058348917
8780,13.45,37.66%,0.0047,5.06527,0.039408231
8781,20.71,30.70%,0.0043,6.35797,0.061713729
8782,11.88,8.25%,0.0008,0.9801,0.00871992
8783,23.76,2.79%,0.0017,0.662904,0.0392650632
8784,14.27,11.01%,0.0032,1.571127,0.0406363936
8785,17,35.90%,0.0038,6.103,0.0414086
8786,20.49,14.92%,0.008,3.057108,0.139463136
8787,7.37,21.79%,0.0013,1.605923,0.0074933001
8788,6.36,17.53%,0.0042,1.114908,0.0220293864
8789,20.98,5.03%,0.0081,1.055294,0.1613901186
8790,21.98,17.15%,0.0059,3.76957,0.107441537
8791,7.77,38.87%,0.0024,3.020199,0.0113995224
8792,15.44,35.01%,0.0043,5.405544,0.0431481608
8793,20.82,32.75%,0.0081,6.81855,0.113411745
8794,1.53,11.35%,0.0011,0.173655,0.0014919795
8795,9.25,33.26%,0.0083,3.07655,0.051239635
8796,21.93,12.87%,0.0042,2.822391,0.0802519578
8797,21.94,10.97%,0.0053,2.406818,0.1035258646
8798,9.24,20.80%,0.0094,1.92192,0.068789952
8799,18.46,22.31%,0.0059,4.118426,0.0846152866
8800,18.99,24.43%,0.0082,4.639257,0.1176760926
8801,14.95,35.37%,0.0043,5.287815,0.0415473955
8802,23.05,7.78%,0.0018,1.79329,0.038262078
8803,24.98,32.35%,0.0008,8.08103,0.013519176
8804,13.03,8.84%,0.0038,1.151852,0.0451369624
8805,22.3,38.53%,0.003,8.59219,0.04112343
8806,11.64,37.21%,0.0036,4.331244,0.0263115216
8807,20.22,33.52%,0.0035,6.777744,0.047047896
8808,19.53,22.45%,0.0093,4.384485,0.1408532895
8809,15.66,32.35%,0.0082,5.06601,0.086870718
8810,17.81,2.03%,0.0019,0.361543,0.0331520683
8811,16.68,35.62%,0.0015,5.941416,0.016107876
8812,9.01,18.04%,0.0026,1.625404,0.0191999496
8813,18.85,38.45%,0.0096,7.247825,0.11138088
8814,4.48,38.99%,0.0075,1.746752,0.02049936
8815,0.91,33.31%,0.0044,0.303121,0.0026702676
8816,23.86,32.43%,0.0006,7.737798,0.0096733212
8817,8.14,3.07%,0.0004,0.249898,0.0031560408
8818,23.6,37.62%,0.0013,8.87832,0.019138184
8819,20.57,29.71%,0.0093,6.111347,0.1344654729
8820,3.1,33.42%,0.0029,1.03602,0.005985542
8821,8.26,35.11%,0.0079,2.900086,0.0423433206
8822,19.18,11.30%,0.0085,2.16734,0.14460761
8823,12.79,14.40%,0.0095,1.84176,0.10400828
8824,8.66,39.21%,0.0046,3.395586,0.0242163044
8825,21.16,37.99%,0.0067,8.038684,0.0879128172
8826,21.59,13.34%,0.0036,2.880106,0.0673556184
8827,20.26,36.44%,0.0023,7.382744,0.0296176888
8828,16.1,28.40%,0.0062,4.5724,0.07147112
8829,22.54,9.28%,0.0074,2.091712,0.1513173312
8830,1.39,5.67%,0.0084,0.078813,0.0110139708
8831,5.96,17.77%,0.0084,1.059092,0.0411676272
8832,2.68,25.34%,0.0016,0.679112,0.0032014208
8833,24.31,2.31%,0.0056,0.561561,0.1329912584
8834,10.22,20.88%,0.008,2.133936,0.064688512
8835,8.61,35.42%,0.0024,3.049662,0.0133448112
8836,10.39,25.87%,0,2.687893,0
8837,1.5,23.74%,0.005,0.3561,0.0057195
8838,11.54,12.89%,0.0037,1.487506,0.0371942278
8839,1.61,3.06%,0.0008,0.049266,0.0012485872
8840,18.38,27.33%,0.0019,5.023254,0.0253778174
8841,12.38,14.27%,0.0053,1.766626,0.0562508822
8842,14.13,27.99%,0.0014,3.954987,0.0142450182
8843,11.57,7.93%,0.0043,0.917501,0.0458057457
8844,17.98,19.27%,0.0068,3.464746,0.0987037272
8845,11.24,32.84%,0.0022,3.691216,0.0166073248
8846,11.91,8.96%,0.0013,1.067136,0.0140957232
8847,17.64,18.58%,0.0021,3.277512,0.0301612248
8848,2.54,28.96%,0.0097,0.735584,0.0175028352
8849,13.96,1.84%,0.0074,0.256864,0.1014032064
8850,6.27,21.89%,0.0054,1.372503,0.0264464838
8851,23.61,10.80%,0.0003,2.54988,0.006318036
8852,13.55,12.06%,0.0084,1.63413,0.100093308
8853,1.24,5.83%,0.0087,0.072292,0.0101590596
8854,2.76,24.68%,0.0069,0.681168,0.0143439408
8855,10.82,17.39%,0.0028,1.881598,0.0250275256
8856,0.81,18.89%,0.0003,0.153009,0.0001970973
8857,15.85,31.80%,0.0085,5.0403,0.09188245
8858,14.57,26.66%,0.0051,3.884362,0.0544967538
8859,24.75,25.02%,0.0008,6.19245,0.01484604
8860,1.06,23.07%,0.0075,0.244542,0.006115935
8861,12.82,21.39%,0.0018,2.742198,0.0181400436
8862,11.69,33.77%,0.0084,3.947713,0.0650352108
8863,1.16,3.16%,0.0045,0.036656,0.005055048
8864,8.83,29.31%,0.0058,2.588073,0.0362031766
8865,17.37,33.47%,0.0034,5.813739,0.0392912874
8866,14.83,15.94%,0.0096,2.363902,0.1196745408
8867,23.98,32.93%,0.0009,7.896614,0.0144750474
8868,23.14,16.28%,0.0066,3.767192,0.1278605328
8869,3.98,39.74%,0.002,1.581652,0.004796696
8870,8.91,11.15%,0.0058,0.993465,0.045915903
8871,18.98,26.13%,0.0018,4.959474,0.0252369468
8872,4.62,2.56%,0.0058,0.118272,0.0261100224
8873,23.41,34.55%,0.0078,8.088155,0.119510391
8874,0.59,14.06%,0.0078,0.082954,0.0039549588
8875,14.8,2.53%,0.0028,0.37444,0.040391568
8876,6.18,24.57%,0.008,1.518426,0.037292592
8877,8.12,17.14%,0.0008,1.391768,0.0053825856
8878,0.64,21.80%,0.0083,0.13952,0.004153984
8879,6.85,20.48%,0.0013,1.40288,0.007081256
8880,2.23,9.11%,0.0055,0.203153,0.0111476585
8881,22.39,9.42%,0.0066,2.109138,0.1338536892
8882,4.07,9.58%,0.0015,0.389906,0.005520141
8883,7.32,19.31%,0.0055,1.413492,0.032485794
8884,10.19,27.08%,0.0037,2.759452,0.0274930276
8885,24.84,32.90%,0.0074,8.17236,0.123340536
8886,12.41,25.71%,0.0092,3.190611,0.0848183788
8887,8.83,12.74%,0.003,1.124942,0.023115174
8888,7.29,28.03%,0.0015,2.043387,0.0078699195
8889,0.65,5.67%,0.0008,0.036855,0.000490516
8890,17.51,29.63%,0.0081,5.188213,0.0998064747
8891,13.48,34.66%,0.0093,4.672168,0.0819128376
8892,3.54,4.58%,0.0032,0.162132,0.0108091776
8893,10.3,4.08%,0.0081,0.42024,0.080026056
8894,11.64,4.30%,0.0047,0.50052,0.052355556
8895,0.51,36.74%,0.0026,0.187374,0.0008388276
8896,3.5,21.83%,0.0064,0.76405,0.01751008
8897,9.14,25.47%,0.0065,2.327958,0.044278273
8898,17.36,2.20%,0.0065,0.38192,0.11035752
8899,22.78,6.55%,0.0041,1.49209,0.087280431
8900,10.6,29.88%,0,3.16728,0
8901,0.71,15.58%,0.0047,0.110618,0.0028170954
8902,21.68,25.42%,0.01,5.511056,0.16168944
8903,0.4,6.31%,0.0032,0.02524,0.001199232
8904,16.23,38.75%,0.0096,6.289125,0.0954324
8905,7.43,13.32%,0.0017,0.989676,0.0109485508
8906,3.43,25.80%,0.0079,0.88494,0.020105974
8907,6.07,34.20%,0.0016,2.07594,0.006390496
8908,13.36,12.04%,0.0005,1.608544,0.005875728
8909,16.01,16.92%,0.0003,2.708892,0.0039903324
8910,17.24,16.69%,0.0012,2.877356,0.0172351728
8911,9.1,3.38%,0.0035,0.30758,0.03077347
8912,20.91,24.90%,0.0047,5.20659,0.073806027
8913,13.43,36.50%,0.0068,4.90195,0.05799074
8914,18.21,23.84%,0.0009,4.341264,0.0124818624
8915,14.7,27.97%,0.0075,4.11159,0.079413075
8916,13.8,34.83%,0.0021,4.80654,0.018886266
8917,0.4,1.73%,0.0075,0.00692,0.0029481
8918,5.28,19.09%,0.0018,1.007952,0.0076896864
8919,11.61,8.06%,0.0002,0.935766,0.0021348468
8920,17.91,19.53%,0.0042,3.497823,0.0605311434
8921,24.35,8.55%,0.0099,2.081925,0.2204539425
8922,12.58,34.56%,0.0069,4.347648,0.0568032288
8923,2.56,5.17%,0.0007,0.132352,0.0016993536
8924,9.67,7.86%,0.0053,0.760062,0.0472226714
8925,20.89,38.67%,0.0079,8.078163,0.1012135123
8926,1.99,15.98%,0.0099,0.318002,0.0165527802
8927,2.2,16.82%,0.0031,0.37004,0.005672876
8928,8.32,19.20%,0.0061,1.59744,0.041007616
8929,5.26,7.62%,0.0058,0.400812,0.0281832904
8930,20.64,32.18%,0.0015,6.641952,0.020997072
8931,17.21,35.06%,0.0058,6.033826,0.0648218092
8932,22.87,33.55%,0.0093,7.672885,0.1413331695
8933,22.08,32.71%,0.0007,7.222368,0.0104003424
8934,17.06,29.47%,0.0072,5.027582,0.0866334096
8935,20.16,27.95%,0.0097,5.63472,0.140895216
8936,17.83,18.23%,0.002,3.250409,0.029159182
8937,19.99,39.89%,0.0061,7.974011,0.0732975329
8938,14.24,19.04%,0.0022,2.711296,0.0253631488
8939,1.45,36.48%,0.0009,0.52896,0.000828936
8940,9.53,6.55%,0.0004,0.624215,0.003562314
8941,16.36,0.35%,0.0098,0.05726,0.159766852
8942,22.67,3.15%,0.0011,0.714105,0.0241514845
8943,8.59,36.14%,0.0047,3.104426,0.0257821978
8944,5.43,23.23%,0.0068,1.261389,0.0283465548
8945,22.74,17.66%,0.0025,4.015884,0.04681029
8946,20.66,6.13%,0.0063,1.266458,0.1221793146
8947,23.81,26.81%,0.0097,6.383461,0.1690374283
8948,8.04,33.09%,0.0088,2.660436,0.0473401632
8949,5.21,27.96%,0.0015,1.456716,0.005629926
8950,8.47,30.50%,0.0072,2.58335,0.04238388
8951,0.07,21.41%,0.007,0.014987,0.000385091
8952,1.91,4.79%,0.0014,0.091489,0.0025459154
8953,11.4,8.76%,0.0007,0.99864,0.007280952
8954,24.57,5.23%,0.0073,1.285011,0.1699804197
8955,10.59,7.27%,0.0083,0.769893,0.0815068881
8956,12.59,13.09%,0.0098,1.648031,0.1072312962
8957,19.31,37.04%,0.0057,7.152424,0.0692981832
8958,21.78,38.04%,0.0044,8.285112,0.0593775072
8959,21.34,38.11%,0.0058,8.132674,0.0766024908
8960,4.66,15.13%,0.0091,0.705058,0.0359899722
8961,15.37,32.48%,0.0067,4.992176,0.0695314208
8962,5.84,12.31%,0.01,0.718904,0.05121096
8963,5.63,15.26%,0.0035,0.859138,0.016698017
8964,10.15,35.18%,0.0002,3.57077,0.001315846
8965,5.11,0.46%,0.007,0.023506,0.035605458
8966,19.01,31.47%,0.0085,5.982447,0.1107342005
8967,9.87,7.43%,0.0025,0.733341,0.0228416475
8968,20.32,13.12%,0.0043,2.665984,0.0759122688
8969,13.86,36.75%,0.0093,5.09355,0.081527985
8970,15.42,29.04%,0.0059,4.477968,0.0645579888
8971,1.25,22.72%,0.0044,0.284,0.0042504
8972,7.3,5.83%,0.0047,0.42559,0.032309727
8973,13.96,27.51%,0.0063,3.840396,0.0637535052
8974,14.86,24.24%,0.0059,3.602064,0.0664218224
8975,21.93,11.00%,0.0016,2.4123,0.03122832
8976,16.74,11.75%,0.0045,1.96695,0.066478725
8977,20.98,14.12%,0.0024,2.962376,0.0432422976
8978,12.58,33.87%,0.0093,4.260846,0.0773681322
8979,23.14,13.33%,0.0008,3.084562,0.0160443504
8980,9,0.92%,0.0011,0.0828,0.00980892
8981,15.11,30.05%,0.0073,4.540555,0.0771569485
8982,10.97,21.10%,0.003,2.31467,0.02596599
8983,24.11,16.71%,0.0079,4.028781,0.1586416301
8984,11.33,22.65%,0.006,2.566245,0.05258253
8985,7.52,9.21%,0.0007,0.692592,0.0047791856
8986,7.99,7.61%,0.0073,0.608039,0.0538883153
8987,19.73,26.50%,0.0086,5.22845,0.12471333
8988,15.19,22.76%,0.0051,3.457244,0.0598370556
8989,9.35,7.04%,0.0009,0.65824,0.007822584
8990,5.29,13.84%,0.0017,0.732136,0.0077483688
8991,2,17.09%,0.0017,0.3418,0.00281894
8992,20.94,23.67%,0.0071,4.956498,0.1134828642
8993,3.66,26.34%,0.0038,0.964044,0.0102446328
8994,9.7,12.07%,0.0027,1.17079,0.023028867
8995,14.16,35.42%,0.0047,5.015472,0.0429792816
8996,4.52,28.18%,0.0066,1.273736,0.0214253424
8997,17.39,30.69%,0.0015,5.336991,0.0180795135
8998,6.12,24.74%,0.0055,1.514088,0.025332516
8999,12.2,4.68%,0.0002,0.57096,0.002325808
9000,22.63,27.64%,0.0089,6.254932,0.1457381052
9001,18.36,22.86%,0.0082,4.197096,0.1161358128
9002,3.12,19.42%,0.002,0.605904,0.005028192
9003,1.41,13.27%,0.0041,0.187107,0.0050138613
9004,3.74,29.43%,0.0015,1.100682,0.003958977
9005,0.02,22.30%,0.006,0.00446,9.324E-05
9006,13.43,20.98%,0.0045,2.817614,0.047755737
9007,23.86,9.78%,0.0015,2.333508,0.032289738
9008,14.21,22.31%,0.0041,3.170251,0.0452629709
9009,7.81,13.58%,0.0048,1.060598,0.0323971296
9010,8.84,24.00%,0.0071,2.1216,0.04770064
9011,17.68,29.13%,0.0087,5.150184,0.1090093992
9012,7.98,11.99%,0.0042,0.956802,0.0294974316
9013,24.25,17.55%,0.0002,4.255875,0.003998825
9014,24.39,15.77%,0.0081,3.846303,0.1664039457
9015,20.25,21.71%,0.0059,4.396275,0.0935369775
9016,23.56,6.33%,0.0034,1.491348,0.0750334168
9017,3.13,6.32%,0.0038,0.197816,0.0111422992
9018,6.6,10.61%,0.0006,0.70026,0.003539844
9019,9.91,13.19%,0.0017,1.307129,0.0146248807
9020,23.68,14.43%,0.0075,3.417024,0.15197232
9021,1.61,22.65%,0.0076,0.364665,0.009464546
9022,2.85,25.43%,0.0034,0.724755,0.007225833
9023,13.14,2.59%,0.0097,0.340326,0.1241568378
9024,6.2,6.69%,0.0032,0.41478,0.018512704
9025,2.9,4.84%,0.0092,0.14036,0.025388688
9026,0.5,10.22%,0.0026,0.0511,0.00116714
9027,1.19,6.18%,0.0029,0.073542,0.0032377282
9028,9.69,18.48%,0.0082,1.790712,0.0647741616
9029,10.68,25.48%,0.0004,2.721264,0.0031834944
9030,6.87,13.90%,0.0038,0.95493,0.022477266
9031,20.13,21.81%,0.0077,4.390353,0.1211952819
9032,2.17,20.86%,0.0022,0.452662,0.0037781436
9033,2.13,24.31%,0.0064,0.517803,0.0103180608
9034,24.98,26.08%,0.006,6.514784,0.110791296
9035,24.13,1.26%,0.0044,0.304038,0.1048342328
9036,16.22,28.20%,0.009,4.57404,0.10481364
9037,6.83,36.70%,0.0023,2.50661,0.009943797
9038,0.31,27.66%,0.0027,0.085746,0.0006054858
9039,8.53,30.89%,0.0083,2.634917,0.0489291889
9040,7.13,25.86%,0.0032,1.843818,0.0169157824
9041,24.92,15.50%,0.0056,3.8626,0.11792144
9042,19.22,20.08%,0.0053,3.859376,0.0814113072
9043,14.97,13.86%,0.0004,2.074842,0.0051580632
9044,14.91,19.21%,0.0011,2.864211,0.0132503679
9045,10.05,11.80%,0.0085,1.1859,0.07534485
9046,5.53,27.18%,0.0036,1.503054,0.0144970056
9047,17.28,37.41%,0.0018,6.464448,0.0194679936
9048,17.62,17.80%,0.0046,3.13636,0.066624744
9049,17.86,33.23%,0.008,5.934878,0.095400976
9050,13.83,22.16%,0.0025,3.064728,0.02691318
9051,19.8,5.26%,0.0014,1.04148,0.026261928
9052,9.62,39.33%,0.0047,3.783546,0.0274313338
9053,24.43,13.18%,0.0073,3.219874,0.1548339198
9054,19.78,9.35%,0.0017,1.84943,0.030481969
9055,20.81,10.26%,0.0076,2.135106,0.1419291944
9056,5.78,0.10%,0.0093,0.00578,0.053700246
9057,22.19,24.42%,0.0015,5.418798,0.025156803
9058,8.89,17.80%,0.0096,1.58242,0.070152768
9059,16.63,25.86%,0.0066,4.300518,0.0813745812
9060,14.56,2.85%,0.0079,0.41496,0.111745816
9061,1.65,13.92%,0.007,0.22968,0.00994224
9062,14.68,12.04%,0.009,1.767472,0.116212752
9063,22.79,10.09%,0.0051,2.299511,0.1045014939
9064,18.86,18.27%,0.0045,3.445722,0.069364251
9065,3.16,22.03%,0.0057,0.696148,0.0140439564
9066,21.21,18.13%,0.0086,3.845373,0.1493357922
9067,8.81,13.39%,0.0032,1.179659,0.0244170912
9068,23.9,18.53%,0.0098,4.42867,0.190819034
9069,3.99,15.51%,0.0089,0.618849,0.0300032439
9070,14.13,34.47%,0.0013,4.870611,0.0120372057
9071,13.21,12.67%,0.0047,1.673707,0.0542205771
9072,23.2,27.37%,0.0063,6.34984,0.106156008
9073,7.18,30.56%,0.0071,2.194208,0.0353991232
9074,5.67,17.82%,0.0098,1.010394,0.0456641388
9075,12,1.79%,0.0064,0.2148,0.07542528
9076,4.09,2.79%,0.0092,0.114111,0.0365781788
9077,1.1,36.89%,0.0049,0.40579,0.003401629
9078,23.81,4.39%,0.0075,1.045259,0.1707355575
9079,14.21,12.56%,0.0021,1.784776,0.0260929704
9080,10.54,1.31%,0.0059,0.138074,0.0613713634
9081,21.02,39.43%,0.0043,8.288186,0.0547468002
9082,8.79,25.31%,0.0099,2.224749,0.0649959849
9083,11.82,3.93%,0.0072,0.464526,0.0817594128
9084,10.17,4.97%,0.0029,0.505449,0.0280271979
9085,1.33,9.00%,0.0029,0.1197,0.00350987
9086,19.32,22.66%,0.0036,4.377912,0.0537915168
9087,24.32,11.40%,0.0083,2.77248,0.178844416
9088,19.96,12.43%,0.0057,2.481028,0.0996301404
9089,7.88,3.26%,0.0014,0.256888,0.0106723568
9090,7.14,12.80%,0.0095,0.91392,0.05914776
9091,10.44,20.58%,0.0033,2.148552,0.0273617784
9092,16.42,13.09%,0.0036,2.149378,0.0513742392
9093,11.09,18.29%,0.0095,2.028361,0.0860855705
9094,24.59,30.90%,0.0052,7.59831,0.088356788
9095,2.46,5.81%,0.008,0.142926,0.018536592
9096,17.24,14.63%,0.0064,2.522212,0.0941938432
9097,17.25,29.15%,0.0013,5.028375,0.0158881125
9098,7.62,10.08%,0.0062,0.768096,0.0424818048
9099,16.96,4.44%,0.0076,0.753024,0.1231730176
9100,15.51,4.95%,0.0078,0.767745,0.114989589
9101,21.67,18.61%,0.0019,4.032787,0.0335107047
9102,22.82,20.96%,0.0093,4.783072,0.1677434304
9103,17.68,33.62%,0.0046,5.944016,0.0539855264
9104,7.44,8.73%,0.0039,0.649512,0.0264829032
9105,8.67,34.70%,0.0066,3.00849,0.037365966
9106,7.99,23.34%,0.006,1.864866,0.036750804
9107,7.75,26.80%,0.0088,2.077,0.0499224
9108,4.08,33.06%,0.0079,1.348848,0.0215761008
9109,18.97,9.72%,0.01,1.843884,0.17126116
9110,20.03,17.49%,0.0089,3.503247,0.1470881017
9111,3.22,4.14%,0.0059,0.133308,0.0182114828
9112,13.94,28.43%,0.0058,3.963142,0.0578657764
9113,24.11,25.70%,0.0046,6.19627,0.082403158
9114,11.04,0.03%,0.0011,0.003312,0.0121403568
9115,21.52,7.37%,0.0017,1.586024,0.0338877592
9116,14.66,30.55%,0.0026,4.47863,0.026471562
9117,2.85,7.51%,0.0033,0.214035,0.0086986845
9118,15.84,3.18%,0.0049,0.503712,0.0751478112
9119,23.63,31.21%,0.0076,7.374923,0.1235385852
9120,21.88,10.63%,0.0045,2.325844,0.087993702
9121,18.01,31.90%,0.0054,5.74519,0.066229974
9122,20.64,26.58%,0.0074,5.486112,0.1121387712
9123,16.27,17.57%,0.0066,2.858639,0.0885149826
9124,5.93,22.34%,0.0089,1.324762,0.0409866182
9125,9.27,4.07%,0.0061,0.377289,0.0542455371
9126,0.33,20.59%,0.0024,0.067947,0.0006289272
9127,15.75,7.77%,0.0032,1.223775,0.04648392
9128,12.36,16.60%,0.0036,2.05176,0.037109664
9129,8.85,3.30%,0.0021,0.29205,0.017971695
9130,2.51,39.95%,0.0051,1.002745,0.0076870005
9131,18.61,37.49%,0.0084,6.976889,0.0977181324
9132,16.28,16.97%,0.0032,2.762716,0.0432553088
9133,13.11,30.69%,0.0068,4.023459,0.0617884788
9134,10.59,21.45%,0.0067,2.271555,0.0557335815
9135,5.52,20.02%,0.0063,1.105104,0.0278138448
9136,5.56,34.93%,0.0097,1.942108,0.0350935524
9137,19.19,1.57%,0.0024,0.301283,0.0453329208
9138,3.55,19.39%,0.0034,0.688345,0.009729627
9139,8.32,8.23%,0.0085,0.684736,0.064899744
9140,3.2,30.87%,0.0079,0.98784,0.017476064
9141,1.34,1.50%,0.007,0.0201,0.0092393
9142,22.87,22.26%,0.0002,5.090862,0.0035558276
9143,3.08,22.60%,0.0056,0.69608,0.013349952
9144,17.49,4.93%,0.0038,0.862257,0.0631854234
9145,0.36,10.99%,0.002,0.039564,0.000640872
9146,11.36,5.71%,0.0099,0.648656,0.1060423056
9147,22.35,34.21%,0.0061,7.645935,0.0896947965
9148,11.52,3.11%,0.0018,0.358272,0.0200911104
9149,24.49,23.83%,0.0074,5.835967,0.1380398442
9150,0.14,19.19%,0.0063,0.026866,0.0007127442
9151,14.06,36.51%,0.0005,5.133306,0.004463347
9152,24.22,2.92%,0.0053,0.707224,0.1246177128
9153,11.38,0.90%,0.0092,0.10242,0.103753736
9154,10.38,3.11%,0.0004,0.322818,0.0040228728
9155,4.17,38.45%,0.0099,1.603365,0.0254096865
9156,0.22,30.68%,0.0024,0.067496,0.0003660096
9157,3.6,20.63%,0.0056,0.74268,0.016000992
9158,12.56,17.35%,0.0034,2.17916,0.035294856
9159,16.48,37.35%,0.0021,6.15528,0.021681912
9160,13.27,25.45%,0.0064,3.377215,0.063313824
9161,3,15.56%,0.0098,0.4668,0.02482536
9162,20.4,34.81%,0.0061,7.10124,0.081122436
9163,8.39,7.86%,0.0078,0.659454,0.0602982588
9164,19.13,11.79%,0.0068,2.255427,0.1147470964
9165,19.2,31.09%,0.0033,5.96928,0.043661376
9166,8.11,5.84%,0.0066,0.473624,0.0504000816
9167,4.89,19.68%,0.0053,0.962352,0.0208165344
9168,0.2,27.41%,0.0003,0.05482,4.3554E-05
9169,3.72,20.73%,0.0008,0.771156,0.0023590752
9170,8.14,5.68%,0.007,0.462352,0.053743536
9171,0.79,4.40%,0.005,0.03476,0.0037762
9172,9.61,23.38%,0.006,2.246818,0.044179092
9173,11.78,29.08%,0.0018,3.425624,0.0150378768
9174,3.02,38.48%,0.0069,1.162096,0.0128195376
9175,9.54,5.35%,0.0016,0.51039,0.014447376
9176,18.09,19.97%,0.0099,3.612573,0.1433265273
9177,6.55,3.78%,0.0028,0.24759,0.017646748
9178,18.01,7.62%,0.0029,1.372362,0.0482491502
9179,18.35,15.08%,0.0053,2.76718,0.082588946
9180,15.18,39.15%,0.0092,5.94297,0.084980676
9181,7.08,33.87%,0.0072,2.397996,0.0337104288
9182,23.07,15.27%,0.0063,3.522789,0.1231474293
9183,2.96,5.20%,0.0092,0.15392,0.025815936
9184,4.74,14.33%,0.0075,0.679242,0.030455685
9185,23.22,25.73%,0.0079,5.974506,0.1362394026
9186,7.27,22.78%,0.0062,1.656106,0.0348061428
9187,14.23,27.12%,0.0099,3.859176,0.1026711576
9188,5.64,12.35%,0.0074,0.69654,0.036581604
9189,7.17,29.79%,0.0003,2.135943,0.0015102171
9190,24.11,37.91%,0.0087,9.140101,0.1302381213
9191,20.46,38.92%,0.0023,7.963032,0.0287430264
9192,7.12,27.42%,0.0006,1.952304,0.0031006176
9193,12.82,2.41%,0.0042,0.308962,0.0525463596
9194,3.05,26.83%,0.0082,0.818315,0.018299817
9195,13.72,26.52%,0.0098,3.638544,0.0987982688
9196,18.04,23.00%,0.0032,4.1492,0.04445056
9197,15.89,5.41%,0.009,0.859649,0.135273159
9198,21.76,26.95%,0.0067,5.86432,0.106501056
9199,21.82,29.14%,0.0058,6.358348,0.0896775816
9200,21.63,3.10%,0.0063,0.67053,0.132044661
9201,8.91,2.00%,0.0081,0.1782,0.07072758
9202,16.39,24.71%,0.0056,4.049969,0.0691041736
9203,12.76,13.22%,0.0072,1.686872,0.0797265216
9204,4.37,22.88%,0.0078,0.999856,0.0262871232
9205,5.73,36.61%,0.0056,2.097753,0.0203405832
9206,18.81,30.47%,0.0017,5.731407,0.0222336081
9207,9.61,27.84%,0.0059,2.675424,0.0409139984
9208,24.12,31.38%,0.0084,7.568856,0.1390296096
9209,23.03,28.58%,0.0015,6.581974,0.024672039
9210,16.37,36.56%,0.0055,5.984872,0.057118204
9211,3.84,31.75%,0.0056,1.2192,0.01467648
9212,3.9,11.19%,0.0088,0.43641,0.030479592
9213,23.76,21.15%,0.0097,5.02524,0.181727172
9214,14.2,29.72%,0.0065,4.22024,0.06486844
9215,6.99,35.13%,0.0011,2.455587,0.0049878543
9216,15.01,25.39%,0.0092,3.811039,0.1030304412
9217,20.2,13.63%,0.0019,2.75326,0.033148806
9218,6.08,33.39%,0.0044,2.030112,0.0178195072
9219,2.13,12.96%,0.0004,0.276048,0.0007415808
9220,12.06,33.15%,0.0051,3.99789,0.041116761
